Country_code,Country,year,NY.GDP.PCAP.KD.ZG,SH.DYN.MORT,SH.MED.PHYS.ZS,SP.DYN.LE00.IN,SP.POP.TOTL,SP.URB.TOTL.IN.ZS
UZB,Uzbekistan,2000,2.53200282225691,61.5,2.961,65.456,24787054.0,47.6731005044
UZB,Uzbekistan,2004,6.1359228663663,49.2,2.726,67.203,26029350.0,50.5696510233382
UZB,Uzbekistan,2008,7.36856523907177,35.9,2.617,69.035,27494774.0,51.7943572998047
UZB,Uzbekistan,2012,5.49671909783243,25.2,2.461,70.411,29261903.0,51.3359680175781
UZB,Uzbekistan,2016,4.11984456589953,18.5,2.298,71.58,31284568.0,50.6572189331055
VCT,St. Vincent and the Grenadines,1984,5.74601657425153,35.4,0.266,69.244,107687.0,43.6567354181651
VCT,St. Vincent and the Grenadines,2000,1.47880127546429,22.5,0.784,70.35,113545.0,44.8903114926141
VCT,St. Vincent and the Grenadines,2004,4.39705000606179,22.5,0.895,70.445,112835.0,45.3517185236482
VCT,St. Vincent and the Grenadines,2012,1.73945379802912,19.8,0.938,70.539,108736.0,46.3063114823836
VEN,"Venezuela, RB",1976,4.63681158054499,52.0,0.904,67.266,13606284.0,76.6100746923834
VEN,"Venezuela, RB",1980,-7.07519951043555,44.2,0.83,68.179,15258218.0,79.2095081665964
VEN,"Venezuela, RB",1984,2.45984940470106,37.7,1.436,69.672,17008841.0,81.3384541743188
VEN,"Venezuela, RB",1988,3.82343156974383,32.3,1.6,70.762,18871020.0,83.1289826177933
VNM,Viet Nam,1992,6.46778613603792,46.4,0.437,69.62,68260337.0,19.8252510026665
VNM,Viet Nam,2008,3.74838603993047,23.6,0.673,73.455,85175788.0,29.2198330128693
VNM,Viet Nam,2012,4.27630507146044,22.6,0.824,73.762,89510356.0,31.1222779403029
VNM,Viet Nam,2016,5.35427097241221,21.8,0.825,73.984,94000117.0,32.8476189285136
VUT,Vanuatu,1980,-13.4068316638966,66.7,0.191,61.322,115660.0,14.7686019145857
VUT,Vanuatu,2004,1.47757366141985,25.0,0.146,68.985,205711.0,22.7291073078871
VUT,Vanuatu,2008,2.9853548158102,22.7,0.115,69.302,226896.0,23.9280261965467
VUT,Vanuatu,2012,-1.1852141346526,19.9,0.185,69.898,248883.0,24.8183551383933
VUT,Vanuatu,2016,1.19513802690024,18.4,0.169,70.397,272087.0,24.8654875642873
WSM,Samoa,1980,-7.01513533098695,43.8,0.361,64.961,164322.0,21.2068267454379
WSM,Samoa,1992,-0.764226258204729,28.0,0.365,68.532,170331.0,21.2265977009629
WSM,Samoa,1996,6.2658800455369,24.4,0.344,69.767,176071.0,21.6634592335707
WSM,Samoa,2008,2.81854653180625,19.3,0.447,71.531,190107.0,20.4038457706991
WSM,Samoa,2016,7.07276114056432,18.3,0.329,71.003,203499.0,19.126462366749
YEM,"Yemen, Rep.",1996,1.17123054361929,108.1,0.23,60.884,17313177.0,24.3989541605814
YEM,"Yemen, Rep.",2004,0.966767059770078,74.7,0.305,64.881,22095167.0,28.4506523754813
YEM,"Yemen, Rep.",2008,0.370978630255152,60.2,0.275,66.609,25111941.0,29.9646637170333
ZAF,South Africa,1992,-3.87926236884013,56.6,0.624,62.839,42443509.0,52.6805094926402
ZAF,South Africa,1996,2.95596987945947,61.1,0.593,61.079,45123018.0,53.5749191516739
ZAF,South Africa,2004,3.50654128784933,81.0,0.711,53.963,48991421.0,59.0977390950102
ZAF,South Africa,2008,2.00798658438173,64.2,0.679,55.982,51114599.0,61.7692983894896
ZAF,South Africa,2012,0.897179683754416,42.5,0.715,61.737,53782567.0,62.9616560303263
ZAF,South Africa,2016,-0.277781475736276,36.8,0.753,64.749,57259551.0,63.2750973439347
ZMB,Zambia,1980,-0.0025333505817286,154.9,0.076,55.496,5802833.0,39.8857225974085
ZMB,Zambia,2004,3.68494886266848,113.7,0.132,50.54,11338198.0,36.8035881130253
ZMB,Zambia,2008,3.99773185138027,86.2,0.061,54.835,13021324.0,38.9629632271162
ZMB,Zambia,2016,0.593979723633794,59.0,0.09,61.129,16914423.0,42.3442476889162
ZWE,Zimbabwe,1980,8.02232255007959,111.0,0.161,59.062,7041303.0,22.3312708613816
ZWE,Zimbabwe,2000,-3.94437178277245,98.3,0.126,46.034,11892055.0,32.3991568853313
ZWE,Zimbabwe,2004,-6.82498063511001,91.7,0.169,46.043,12365896.0,32.6278168233873
ZWE,Zimbabwe,2008,-18.6543102007687,93.4,0.0596,48.456,12959149.0,32.6912786206175
ZWE,Zimbabwe,2012,14.7871576858869,71.4,0.077,55.386,13817887.0,32.7931752128328
ZWE,Zimbabwe,2016,-0.633234613329265,56.9,0.172,59.76,14600294.0,34.0799460726314
